id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price_per_room
7973781,https://www.airbnb.com/rooms/7973781,20241204171216,1733270400000,city scrape,Mission District Classic 2 Bedrm Victorian,"Beautiful victorian home in one of the best SF neighborhoods. Contact for less lengthy stays.  Quiet street with excellent access to restaurants/bars, local park, and buses. 2 bedrooms with Queen beds. You can park a SMALL car in the driveway! You'll have a washer/dryer and an outdoor area too!","On the edge of Bernal Heights near the mission, you can walk to many shops, restaurants.  VERY convenient to mass transit, bart and muni.   Coming from the Airport, Bernal is the almost the first part of the city you come to.",https://a0.muscache.com/pictures/00cab9c3-8fbb-41c4-b058-def0ff500f54.jpg,42080752,https://www.airbnb.com/users/show/42080752,Carl,1440028800000,"Brisbane, CA",I look forward to hosting you in my beautiful home!,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/ee28a275-0313-41aa-bd5a-8b7fcb35a777.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ee28a275-0313-41aa-bd5a-8b7fcb35a777.jpg?aki_policy=profile_x_medium,Bernal Heights,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Bernal Heights,,37.74473,-122.41788,Entire home,Entire home/apt,4,1,1 bath,2,2,"[""Wifi"", ""Heating"", ""Shampoo"", ""Bed linens"", ""Smoke alarm"", ""Dining table"", ""First aid kit"", ""Dryer"", ""Clothing storage"", ""Iron"", ""Bathtub"", ""Oven"", ""Hot water"", ""Laundromat nearby"", ""Hangers"", ""Kitchen"", ""Conditioner"", ""Body soap"", ""TV"", ""Shower gel"", ""Dishes and silverware"", ""Free street parking"", ""Hair dryer"", ""Dedicated workspace"", ""Fire extinguisher"", ""Long term stays allowed"", ""Washer"", ""Refrigerator"", ""Cooking basics"", ""Stove"", ""Coffee maker"", ""Private entrance"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Essentials""]",$110.00,30,180,30,30,1125,1125,30,1125,,t,1,27,57,85,1733270400000,69,2,0,1443312000000,1723075200000,4.74,4.88,4.75,4.88,4.81,4.75,4.54,,f,1,1,0,0,0.62,55.00
15363435,https://www.airbnb.com/rooms/15363435,20241204171216,1733270400000,city scrape,Lovely Telegraph Hill 2 br. (438a),"Classic top floor Edwardian style 2 bedroom apartment with great views of downtown San Francisco.<br /><br />Wifi: We just replaced the mesh system. speeds are consistent at 1.2 GB/s<br /><br />Pricing. We follow Airbnb's Smart pricing model, which likely underprices the views. Please do not request discounts. Airbnb charges a 14% guest fee and a 3% host fee. The benefits far outweigh the cost for monthly rentals. If you are looking to save money, please try another site.",North Beach is awesome. Grant St. is like a mini Bourbon St. and the food options between Little Italy and Chinatown are excellent. The Ferry Building with its Farmer's Market on Thursday and Saturday is very close. The famous Fisherman's Wharf is a 10 minute walk.,https://a0.muscache.com/pictures/c4ff1bec-bebf-4ccc-b813-d498db28e008.jpg,17461399,https://www.airbnb.com/users/show/17461399,Michelle,1404086400000,"San Francisco, CA",Taiwanese immigrant living and working in SF,within an hour,100%,39%,,https://a0.muscache.com/im/pictures/user/5d8dcb9f-89c1-4921-8946-5c74bb4643fa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d8dcb9f-89c1-4921-8946-5c74bb4643fa.jpg?aki_policy=profile_x_medium,Telegraph Hill,4,4,"['email', 'phone']",t,t,Neighborhood highlights,North Beach,,37.79834,-122.40576,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,"[""Wifi"", ""Stainless steel gas stove"", ""Heating"", ""Shampoo"", ""Bed linens"", ""Room-darkening shades"", ""Smoke alarm"", ""Patio or balcony"", ""First aid kit"", ""Dryer"", ""City skyline view"", ""Iron"", ""Oven"", ""Hot water"", ""Freezer"", ""Microwave"", ""Hangers"", ""Extra pillows and blankets"", ""Bay view"", ""Kitchen"", ""Dishes and silverware"", ""Free street parking"", ""Hair dryer"", ""Fire extinguisher"", ""Pets allowed"", ""Long term stays allowed"", ""Washer"", ""Refrigerator"", ""Exterior security cameras on property"", ""Cooking basics"", ""Baking sheet"", ""Coffee maker"", ""HDTV with Roku, standard cable"", ""Private entrance"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Essentials""]",$110.00,30,1125,30,30,1125,1125,30,1125,,t,14,14,44,224,1733270400000,14,3,0,1489276800000,1728432000000,4.5,4.21,4,4.93,4.71,4.93,4.43,,f,1,1,0,0,0.15,55.00
51910917,https://www.airbnb.com/rooms/51910917,20241204171216,1733270400000,city scrape,"2 BEDROOM apt, whole place",,"This is a great residential neighborhood in Potrero Hill, 2 blocks from the top of the hill with  splendid  Downtown views. Bus 19 has stop at the end of the block. It is generally the sunniest part of the city, although foggy some mornings.",https://a0.muscache.com/pictures/e04afa76-2a3e-40ef-ae20-a0660b092cd0.jpg,74125906,https://www.airbnb.com/users/show/74125906,Tay,1464220800000,"Midland Park, NJ","I enjoy hosting and Travelling while using Airbnb. A great opportunity to get to know other people and cultures. I'm easy going, accommodating, respectful of others.  I try to see the positive aspects and potential in anything and everyone so we can all  draw a greater  experience and moment. Laughter is a big plus.  It is about people after all.  Cheers to all!!",within an hour,100%,90%,f,https://a0.muscache.com/im/pictures/user/User-74125906/original/b300486a-7b0b-4be5-9861-a18cb6e48d2f.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-74125906/original/b300486a-7b0b-4be5-9861-a18cb6e48d2f.jpeg?aki_policy=profile_x_medium,Potrero Hill,17,18,"['email', 'phone']",t,t,Neighborhood highlights,Potrero Hill,,37.75597,-122.40129,Entire rental unit,Entire home/apt,3,1,1 bath,2,3,"[""Wifi"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""Dryer"", ""Iron"", ""Hot water"", ""Kitchen"", ""Self check-in"", ""TV"", ""Dishes and silverware"", ""Hair dryer"", ""Dedicated workspace"", ""Pets allowed"", ""Refrigerator"", ""Exterior security cameras on property"", ""Cooking basics"", ""Free parking on premises"", ""Air conditioning"", ""Coffee maker"", ""Lockbox"", ""Backyard"", ""Carbon monoxide alarm"", ""Essentials""]",$110.00,30,360,30,30,360,360,30,360,,t,14,14,14,262,1733270400000,1,0,0,1671235200000,1671235200000,5,5,5,5,5,5,5,,f,6,4,2,0,0.04,55.00
633486556142729600,https://www.airbnb.com/rooms/633486556142729585,20241204171216,1733270400000,city scrape,"543 - Comfy 2B1B close to Parks, Beaches, Trails, Residential center","We are located between Geary Blvd and Balboa Ave, close to Golden Gate Park and Lincoln Park. There're a bunch of trails around here. <br /><br />- Lands End Lookout is 3 mins away<br />- Golden Gate Bridge is 10 mins away<br />- Restaurants, cafes, and supermarkets are 2 blocks away<br />- 38 muni bus is 1 block away which takes you to Japan Town, SF Downtown, and Finacial District.",,https://a0.muscache.com/pictures/miso/Hosting-633486556142729585/original/f451ff1f-783b-430d-a1c3-fbfc18e13481.jpeg,460614035,https://www.airbnb.com/users/show/460614035,Jon,1653264000000,,,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/e91890dc-faee-43f7-bc47-1e0a6e37c25f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e91890dc-faee-43f7-bc47-1e0a6e37c25f.jpg?aki_policy=profile_x_medium,Outer Richmond,1,1,"['email', 'phone']",t,t,,Outer Richmond,,37.77896,-122.49872,Entire home,Entire home/apt,8,1,1 bath,2,3,"[""Wifi"", ""Heating"", ""Shampoo"", ""Coffee"", ""Bed linens"", ""Room-darkening shades"", ""Smoke alarm"", ""Dining table"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Keypad"", ""Clothing storage"", ""Free driveway parking on premises"", ""Iron"", ""Oven"", ""Private patio or balcony"", ""Hot water"", ""Laundromat nearby"", ""Microwave"", ""Cleaning products"", ""Hangers"", ""Toaster"", ""Outdoor dining area"", ""Kitchen"", ""Outdoor furniture"", ""Self check-in"", ""Conditioner"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Dishes and silverware"", ""Free street parking"", ""Hair dryer"", ""Dedicated workspace"", ""Refrigerator"", ""Exterior security cameras on property"", ""Cooking basics"", ""Baking sheet"", ""HDTV"", ""Stove"", ""Coffee maker"", ""Private entrance"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Essentials""]",$110.00,1,28,1,2,28,28,1.3,28,,t,8,28,48,319,1733270400000,168,60,4,1654560000000,1731801600000,4.77,4.92,4.85,4.97,4.96,4.84,4.69,STR-0005773,f,1,1,0,0,5.53,55.00
830835999474397800,https://www.airbnb.com/rooms/830835999474397843,20241204171216,1733270400000,city scrape,Cozy house 2BD/1BA Walk to Bart,"8-minute walk to the Daly City BART station and only a 12-minute drive from SFO.<br /><br />The first floor of our home is occupied, but the second floor is all yours to enjoy. <br />Separate entrance and the only common area is the laundry area by the main gate. <br /><br />We have 1 free parking on our driveway and high speed fiber internet. Our living room features a comfortable sofa and a piano, so you can unwind with some music after a busy day<br /><br />No pets allowed/ No smoking/No parties/Quiet hours after 10pm",,https://a0.muscache.com/pictures/miso/Hosting-830835999474397843/original/b6835d01-8711-42a5-af3d-4e5389a7f2de.jpeg,501912424,https://www.airbnb.com/users/show/501912424,Ruby,1676851200000,"San Francisco, CA",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/2db096e3-8217-4294-9f0d-ccd659c94346.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2db096e3-8217-4294-9f0d-ccd659c94346.jpg?aki_policy=profile_x_medium,Outer Mission,1,1,"['email', 'phone']",t,t,,Ocean View,,37.70892,-122.46505,Entire home,Entire home/apt,4,1,1 bath,2,2,"[""Wifi"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Heating"", ""Shampoo"", ""Coffee"", ""Bed linens"", ""Dryer \u2013 In building"", ""Smoke alarm"", ""Dining table"", ""Dishwasher"", ""Keypad"", ""Hot water"", ""Freezer"", ""Microwave"", ""Hangers"", ""Kitchen"", ""Clothing storage: closet"", ""Self check-in"", ""Stainless steel single oven"", ""Conditioner"", ""TV"", ""Shower gel"", ""Dishes and silverware"", ""Hair dryer"", ""Dedicated workspace"", ""Fire extinguisher"", ""Washer"", ""Refrigerator"", ""Gas stove"", ""Exterior security cameras on property"", ""Cooking basics"", ""Free parking on premises"", ""Coffee maker"", ""Hot water kettle"", ""Piano"", ""Standalone high chair - always at the listing"", ""Carbon monoxide alarm"", ""Essentials""]",$110.00,1,30,1,1,30,30,1,30,,t,1,9,39,314,1733270400000,96,52,2,1678060800000,1731110400000,4.9,4.89,4.88,4.92,4.93,4.57,4.76,2023-001518STR,f,1,1,0,0,4.5,55.00
10071932,https://www.airbnb.com/rooms/10071932,20241204171216,1733270400000,city scrape,Carriage House:  24th BART Garage & Sunny Deck,"Great Room Floor Plan  connects  to an exceptional, large, sunny deck. Enjoy casual, easy living in SF Mission near 24th St.   Large bedroom, separate office, Garage, Nice 4K 50"" TV above Fireplace. Solid WiFi throughout.  This is a 30 day min rental",This is the famous Mission District where much of the City comes to hang out.,https://a0.muscache.com/pictures/c0652034-00b5-41c5-8418-3da3d73b99cd.jpg,605533,https://www.airbnb.com/users/show/605533,Chris,1305763200000,"San Francisco, CA","I am a native of the San Francisco Bay Area and since 1982 have lived and worked  in the San Francisco Mission District. I like to often travel to great annual events, usually Carnavals so I can better get to know the local cultural rhythms and also photograph the excitement.
I have been a professional property manager of income property since 1980 in San Francisco, Oakland and El Dorado County.",within a few hours,100%,29%,f,https://a0.muscache.com/im/pictures/user/76aa92e3-65ad-4a7c-9b17-88a4f1674dca.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/76aa92e3-65ad-4a7c-9b17-88a4f1674dca.jpg?aki_policy=profile_x_medium,Mission District,4,7,"['email', 'phone', 'work_email']",t,f,Neighborhood highlights,Mission,,37.75011,-122.41426,Entire guesthouse,Entire home/apt,2,1,1 bath,2,1,"[""Wifi"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""Smart lock"", ""First aid kit"", ""Dryer"", ""Iron"", ""Private patio or balcony"", ""Hot water"", ""Microwave"", ""Hangers"", ""Indoor fireplace"", ""Outdoor dining area"", ""Kitchen"", ""Outdoor furniture"", ""Self check-in"", ""TV"", ""Smoking allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Dedicated workspace"", ""Fire extinguisher"", ""Long term stays allowed"", ""Washer"", ""Free parking on premises"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Essentials""]",$110.00,30,1125,30,30,1125,1125,30,1125,,t,27,57,87,87,1733270400000,6,1,0,1502409600000,1714867200000,5,5,4.5,5,4.83,4.83,4.83,,f,1,1,0,0,0.07,55.00
15072528,https://www.airbnb.com/rooms/15072528,20241204171216,1733270400000,city scrape,beautiful apartment in great location,"My place is close to  shopping center that have   star box, chipolata, trader, Jo's, subway, and more, all in walking distance<br />Bus 38 to down town, the apartment is front sunny and is in great  neighborhood.closethe sofa is changed to a sofa bed so you can have three individual or two couples, and one individual to golden gate park and 20 mi to down town look at the map and compere!!","it is in <br />central location you can walk to down town in 30 minutes.there is shopping center. restaurants walking distance to golden gate park.look at the map it is not way out .it is San Francisco easy parking.  the neighborhood is next to u s f, kaiser hospital, and much more.  target, trader Joe, chipolata, subway, Panera bread , best buy and more",https://a0.muscache.com/pictures/2d44a56c-e62f-405b-b339-dd1ffef1c34f.jpg,3509116,https://www.airbnb.com/users/show/3509116,Monty,1347062400000,"San Francisco, CA","I am 74 years live in San Francisco for the last 30 years. I speak English, Spanish      ",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-3509116/original/ed550ddf-f60f-4b86-86f2-dabc6af6dd2a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-3509116/original/ed550ddf-f60f-4b86-86f2-dabc6af6dd2a.jpeg?aki_policy=profile_x_medium,Richmond District,2,5,"['email', 'phone']",t,f,Neighborhood highlights,Inner Richmond,,37.78016,-122.44995,Entire rental unit,Entire home/apt,4,1,1 bath,2,4,"[""Wifi"", ""Heating"", ""Bed linens"", ""Smoke alarm"", ""Dishwasher"", ""First aid kit"", ""Dryer"", ""City skyline view"", ""Iron"", ""Oven"", ""Hot water"", ""Microwave"", ""Hangers"", ""Indoor fireplace"", ""Extra pillows and blankets"", ""Kitchen"", ""Resort access"", ""Self check-in"", ""Garden view"", ""Dishes and silverware"", ""Hair dryer"", ""Lockbox"", ""Dedicated workspace"", ""Washer"", ""Refrigerator"", ""Cooking basics"", ""Stove"", ""TV with standard cable"", ""Coffee maker"", ""Private entrance"", ""Carbon monoxide alarm"", ""Essentials""]",$110.00,30,3000,30,30,3000,3000,30,3000,,t,10,40,70,345,1733270400000,14,4,0,1478908800000,1728000000000,5,4.93,4.79,4.93,5,5,4.93,,f,2,2,0,0,0.14,55.00
39798824,https://www.airbnb.com/rooms/39798824,20241204171216,1733270400000,city scrape,Nob hill Charming with sunny private deck,"Cozy 2 bedrooms and 2 bathrooms apartment. With a sunny deck. Close to everything. Coffee shops, restaurants.  Walk to Union Square, Financial district, down town, China Town, North beach.  Park and big five hotels are a few blocks away.<br />Please note, the 2nd bedroom can be living room with the door to the deck. <br />No separate living room if use as 2 bedrooms. Eat in kitchen.",,https://a0.muscache.com/pictures/630a3c27-26d6-4eb9-831b-a897bf491b62.jpg,694377,https://www.airbnb.com/users/show/694377,Beatrice,1307836800000,"San Francisco, CA",I live in San Francisco,within an hour,88%,99%,f,https://a0.muscache.com/im/pictures/user/97ee26cb-577b-4c0f-9098-0374f7405d06.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/97ee26cb-577b-4c0f-9098-0374f7405d06.jpg?aki_policy=profile_x_medium,Pacific Heights,19,25,"['email', 'phone']",t,t,,Russian Hill,,37.79749,-122.41157,Entire rental unit,Entire home/apt,4,2,2 baths,2,2,"[""Wifi"", ""Heating"", ""Paid dryer \u2013 In building"", ""Shampoo"", ""Bed linens"", ""Smoke alarm"", ""Smart lock"", ""Dishwasher"", ""First aid kit"", ""Patio or balcony"", ""Clothing storage"", ""Iron"", ""Bathtub"", ""Oven"", ""Hot water"", ""Microwave"", ""Hangers"", ""Extra pillows and blankets"", ""Kitchen"", ""Self check-in"", ""TV"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Pets allowed"", ""Long term stays allowed"", ""Refrigerator"", ""Cooking basics"", ""Paid washer \u2013 In building"", ""Stove"", ""Coffee maker"", ""Private entrance"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Essentials""]",$110.00,30,600,30,30,600,600,30,600,,t,30,31,31,200,1733270400000,11,1,0,1596153600000,1709942400000,4.18,4.18,3.82,4.55,4.55,4.82,4.09,,t,18,18,0,0,0.21,55.00
43348706,https://www.airbnb.com/rooms/43348706,20241204171216,1733270400000,city scrape,"1-2 Bed ""SUNNY CLASSIC"" nr Valencia & Dolores Park","Sunny 1st fl condo, boutique building in the heart of the Mission<br />* ACCEPTING stays starting: late APR/MAY 1, 2025.  $3,590/mth. 1-31st. 4mth lease<br />* Flexible layout: Use as 2 bed, OR 1 bed w/ separate living rm<br />* Ideal for a couple/2 friends<br />* Awesome neighborhood! Located off 18th St/Valencia St<br />* 2 Blocks to Dolores Park & BART<br />* Amazing restaurants and coffee shops steps away<br />* Long Stay: Book online, OR off w/ NO booking fees <br />* Requests accepted 30 days in advance unless booked offline","Close to Dolores Park & Bart. <br />Mission: Warm & Sunny. Hip & tech central. <br />Walk to everything: amazing coffee shops & restaurants, independent stores, an Art-house movie theatre (Roxie), and an outdoor swimming pool, all within 2 blocks.<br />Charming historic architecture.",https://a0.muscache.com/pictures/9370665e-2020-4f7e-adca-97b5ebde6ac1.jpg,4152942,https://www.airbnb.com/users/show/4152942,Clara,1352851200000,"San Francisco, CA","Hello! We are design professionals offering accommodation with 'good design' in mind. 
For a speedy reply, send an INTRO/INQUIRY, not a ‘BOOKING REQUEST' w/:
1. Preferred start-end dates
2. Purpose of your trip
3. Full names & relationship i.e family/friends
4. # of bedrooms needed

To keep rates low we accept FULL MONTHS only (1st-31st)
Next available: JAN 1-APR 1, 2025+
4/8/12 Months preferred.
1 unit avail: late Nov/Dec 1+

Motto: Be Kind",within a few hours,100%,50%,f,https://a0.muscache.com/im/pictures/user/8fdaf32d-37d5-4b5c-9cda-5dd5d4b4ac6e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8fdaf32d-37d5-4b5c-9cda-5dd5d4b4ac6e.jpg?aki_policy=profile_x_medium,Mission District,7,12,"['email', 'phone']",t,t,Neighborhood highlights,Mission,,37.75983,-122.42166,Entire condo,Entire home/apt,2,1,1 bath,2,2,"[""Wifi"", ""Heating"", ""Bed linens"", ""Smoke alarm"", ""Dishwasher"", ""Dryer"", ""Iron"", ""Oven"", ""Hot water"", ""Microwave"", ""Hangers"", ""Indoor fireplace"", ""Kitchen"", ""Self check-in"", ""TV"", ""Dishes and silverware"", ""Hair dryer"", ""Lockbox"", ""Dedicated workspace"", ""Fire extinguisher"", ""Pets allowed"", ""Long term stays allowed"", ""Washer"", ""Refrigerator"", ""Cooking basics"", ""Baking sheet"", ""Stove"", ""Coffee maker"", ""Private entrance"", ""Carbon monoxide alarm"", ""Essentials""]",$111.00,30,365,30,30,365,365,30,365,,t,0,0,3,122,1733270400000,5,0,0,1596153600000,1672704000000,4.8,5,4.8,5,5,5,4.4,,f,7,7,0,0,0.09,55.50
694585336959561700,https://www.airbnb.com/rooms/694585336959561770,20241204171216,1733270400000,city scrape,2BR Mission Cottage - Walk to Tartine!,"Small cottage, sparsely furnished. In the best part of the Mission. Walk to Tartine and many many other interesting cafes and bars.",,https://a0.muscache.com/pictures/miso/Hosting-694585336959561770/original/98752c72-ba64-4bff-94a4-9e7e141fd930.jpeg,8099417,https://www.airbnb.com/users/show/8099417,Paul,1376265600000,"San Francisco, CA","Easy going, creative type. I like cooking, entertaining, local, organic food, yoga,  wine, music, art, film, nature, the ocean, traveling and the family life! I enjoy hosting and meeting new friends from all cultures and backgrounds. I am a techy, and still love my work well into a long career in video games. I feel that relaxed travel is easier when you have a good base in which to recuperate, and I try to be as accommodating as possible.",within an hour,100%,93%,t,https://a0.muscache.com/im/pictures/user/4851fdc7-0709-4594-9612-680812178571.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4851fdc7-0709-4594-9612-680812178571.jpg?aki_policy=profile_x_medium,Mission District,2,2,"['email', 'phone']",t,t,,Mission,,37.75837,-122.40932,Entire home,Entire home/apt,4,1,1 bath,2,3,"[""Wifi"", ""Heating"", ""Bed linens"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Dryer"", ""Keypad"", ""Iron"", ""Hot water"", ""HDTV with Apple TV"", ""Microwave"", ""Kitchen"", ""Self check-in"", ""Dedicated workspace"", ""Fire extinguisher"", ""Refrigerator"", ""Coffee maker"", ""Hot water kettle"", ""Free washer \u2013 In building"", ""Carbon monoxide alarm"", ""Private entrance""]",$112.00,30,365,30,30,365,365,30,365,,t,30,33,48,323,1733270400000,6,3,1,1663977600000,1732924800000,5,5,5,5,5,4.83,4.67,,f,2,2,0,0,0.22,56.00
4962043,https://www.airbnb.com/rooms/4962043,20241204171216,1733270400000,city scrape,"Sunny Home, garden, parking, close to airport","Hello. If you would like to book, please send a message with who you are traveling with and your trip description. This is a family friendly/respectful traveler space. You are near public transit, the freeway and SFO airport. There is a deck and garden in the backyard. Normal amenities of modern living: a big refrigerator, stove/oven, washer/dryer, hair dryer, wifi, iron, microwave, coffee machine and rice cooker. My teammate from Scotland, Martin, lives in a separate unit downstairs, fyi.","Silver Terrace is a sunny, family oriented neighborhood. There is a sports complex two blocks away. A full supermarket 1/2 block away. Police station 1 block away. 5 blocks away is a strip of restaurants and shops.",https://a0.muscache.com/pictures/3b3e0446-838a-490c-bcf0-82ac8f0aff3d.jpg,15698216,https://www.airbnb.com/users/show/15698216,Brendan,1400457600000,"San Francisco, CA","I'm a SF native. I love home projects, gardening, cooking, playing soccer and traveling. ",within an hour,100%,86%,f,https://a0.muscache.com/im/users/15698216/profile_pic/1404380495/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/15698216/profile_pic/1404380495/original.jpg?aki_policy=profile_x_medium,Bayview,2,3,"['email', 'phone']",t,t,Neighborhood highlights,Bayview,,37.73175,-122.39856,Entire home,Entire home/apt,6,1,1 bath,2,3,"[""Wifi"", ""Stainless steel oven"", ""Shampoo"", ""Shared patio or balcony"", ""Bed linens"", ""Drying rack for clothing"", ""Room-darkening shades"", ""Smoke alarm"", ""Dining table"", ""First aid kit"", ""Dryer"", ""Rice maker"", ""Keypad"", ""Iron"", ""Hot water"", ""Freezer"", ""Cleaning available during stay"", ""Books and reading material"", ""Microwave"", ""Game console: Xbox 360"", ""Cleaning products"", ""Toaster"", ""Kitchen"", ""Clothing storage: closet"", ""Board games"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Self check-in"", ""Body soap"", ""Shower gel"", ""Dishes and silverware"", ""Barbecue utensils"", ""Hair dryer"", ""BBQ grill: charcoal"", ""Free street parking"", ""Dedicated workspace"", ""Fire extinguisher"", ""Heating - split type ductless system"", ""Washer"", ""Refrigerator"", ""Gas stove"", ""Radiant heating"", ""Cooking basics"", ""Coffee maker: french press"", ""Baking sheet"", ""Beach essentials"", ""Air conditioning"", ""Free parking on premises"", ""TV with standard cable"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Essentials""]",$112.00,1,730,1,21,730,730,6.1,730,,t,0,1,28,28,1733270400000,130,26,1,1421020800000,1730678400000,4.82,4.82,4.72,4.9,4.91,4.64,4.78,2023-006857STR,f,2,2,0,0,1.08,56.00
1255326869555449300,https://www.airbnb.com/rooms/1255326869555449467,20241204171216,1733270400000,city scrape,Sunnyside 2B1B garage parking guest suite,"This newly renovated 2B1B guest suite, complete with a private parking space, is located in a very quiet and safe neighborhood in Sunnyside, San Francisco. The parking spot ensures you won’t need to worry about parking tickets, making your stay even more convenient. The suite is cozy and well-maintained, and it's situated close to popular attractions, local shops, restaurants, and public transit.<br />Note: The garage fits only small cars; vans or trucks should park in the driveway.",,https://a0.muscache.com/pictures/miso/Hosting-1255326869555449467/original/935dedf3-2449-43e9-9399-7e1f21054fef.png,654369636,https://www.airbnb.com/users/show/654369636,Jia,1727395200000,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/4f2d5f1c-5d80-4147-a8e5-426bd8acaf90.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/4f2d5f1c-5d80-4147-a8e5-426bd8acaf90.jpeg?aki_policy=profile_x_medium,Sunnyside,2,2,"['email', 'phone']",t,t,,Outer Mission,,37.72937083833482,-122.4510746446228,Entire home,Entire home/apt,4,1,1 bath,2,2,"[""Heating"", ""Shampoo"", ""Bed linens"", ""Wine glasses"", ""Room-darkening shades"", ""Smoke alarm"", ""Bread maker"", ""Iron"", ""Hot water"", ""Kitchenette"", ""Freezer"", ""Mini fridge"", ""Microwave"", ""Toaster"", ""Clothing storage: closet"", ""Self check-in"", ""Fast wifi \u2013 613 Mbps"", ""Body soap"", ""Shower gel"", ""Refrigerator"", ""Exterior security cameras on property"", ""Free parking on premises"", ""Coffee maker"", ""Lockbox"", ""Hot water kettle"", ""Noise decibel monitors on property"", ""Carbon monoxide alarm"", ""Private entrance""]",$112.00,1,7,1,1,7,7,1,7,,t,12,40,70,98,1733270400000,8,8,5,1729900800000,1732320000000,4.75,4.88,4.88,5,5,4.88,4.5,2024-009334STR,f,2,2,0,0,6,56.00
